	GSM461182_untreat_single_featureCounts.counts	GSM461176_untreat_single_featureCounts.counts	GSM461177_untreat_paired_featureCounts.counts	GSM461178_untreat_paired_featureCounts.counts	GSM461179_treat_single_featureCounts.counts	GSM461180_treat_paired_featureCounts.counts	GSM461181_treat_paired_featureCounts.counts
FBgn0011998	0	0	0	0	0	0	0
FBgn0038055	270.001080716103	268.014985401132	311.112404109553	275.049166208922	266.411585470075	342.173223133037	331.291285200983
FBgn0261453	0.83333666887686	0	0	0	0	0	0
FBgn0261792	372.501490987956	431.82975217902	356.223702705438	340.392338291704	338.258804386217	297.347036696394	325.133454621039
FBgn0040606	0	1.00192517906965	0	0	0	0	0
FBgn0037709	322.501290855345	230.943753775555	264.44554349312	340.392338291704	283.19341762567	254.015056474307	243.850090965779
FBti0059826	0	0	0	0	0.524432254862352	0	0
FBgn0051106	0.83333666887686	1.00192517906965	0	1.51960865308797	1.57329676458705	1.49420621455475	0
FBti0019291	65.8335968412719	44.5856704685995	46.666860616433	51.6666942049908	30.9415030368787	31.3783305056497	16.0103595078542
FBgn0039131	3.33334667550744	2.0038503581393	3.11112404109553	6.07843461235186	7.86648382293527	2.98841242910949	3.69469834796635
FBgn0267686	0	0	0	0	0	0	0
FBti0062552	0	0	0	0	0	0	0
FBti0061858	0	0	0	0	0	0	0
FBgn0037777	51.6668734703653	57.6106977965049	46.666860616433	44.068650939551	50.8699287216481	35.8609491493139	41.8732479436187
FBgn0046685	1143.33790969905	1041.5012236429	1274.00529482862	1291.66735512477	1097.6367094269	1495.7004207693	1408.91163669117
FBgn0259733	0	0	0	0	0	0	0
FBgn0266388	2.50001000663058	5.51058848488308	3.11112404109553	6.07843461235186	2.62216127431176	7.47103107277373	4.92626446395514
FBti0061730	0	0	0	0	0	0	0
FBgn0267561	0	1.00192517906965	0	0	2.62216127431176	0	0
FBgn0038993	12.5000500331529	9.01732661162686	12.4444961643821	4.5588259592639	10.488645097247	2.98841242910949	8.62096281192149
FBgn0262971	0	0	0	0	0	0	0
FBgn0039313	0.83333666887686	4.50866330581343	0	3.03921730617593	4.19545803889881	1.49420621455475	0
FBgn0004395	850.003402254397	968.861648160353	896.003723835513	770.441587115598	873.704136600678	681.358033836964	704.455818345584
FBgn0051201	6.66669335101488	1.50288776860448	1.55556202054777	0	3.14659352917411	0	0
FBgn0266674	518.335408041407	449.864405402273	409.112811404062	455.88259592639	477.23335192474	493.088050803066	470.458256307716
FBgn0267767	0	0	0	1.51960865308797	1.0488645097247	0	0
FBgn0039019	235.000940623274	206.897549477883	259.778857431477	296.323687352153	242.287701746406	325.736954772934	312.817793461151
FBti0062939	0	0	0	0	0	0	0
